file,original cell name,movie,last frame movie position x,last frame movie position y,ab1 (heterochromatin),ab1 ch,ab2 (MCM),ab2 ch,DAPI ch,category,comment
20190604_cell_00.tiff,,,,,HP1B,1,MCM3,2,3,earlyG1,
20190604_cell_01.ims,,,,,,,,,,,
